text,labels
சிறப்பான டிரைலர்..அரசியல் கதை களம்..வாழ்த்துக்கள் சூர்யா செல்வா யுவன்...,0
Teaser ல r இல்ல அதே மாதிரி டைட்டில் வாழ் வாழ்க்கை யோட பாதிய இல்ல வாழ்வு ல பாதிய அதே போல படம் சினிமா எடுத்த வாழ்க்கை யின் காவிவியமா இல்ல எடுக்க தவறிய சில அற்புதங்களின் ஓவியமா என்பதை திரையில் பார்க்கையில் நிச்சயம் உணர்த்தும் இந்த வாழ்,0
திருமா கிச்சா வன்னி அரசு எவிடன்ஸ் கதிரு ராஞ்சித் இவங்கெ எல்லாம் எங்க போனாங்கெ இத பாத்துட்டு   தூக்கு போட்டு செத்துட்டாங்கெலா,0
"...அருமையான முன்னோட்டம், திண்டுக்கல் மாவட்டம் சேர்வை -ன்  சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...",0
அரசியலுக்கு வருவது உறுதி ... ரஜினி .... இது 1996  ... 🤣🤣🤣,0
இந்த படத்திலாவது உதயநிதி நடித்திருக்கிறார் என்று நினைக்கிறேன் படம் வரட்டும் பார்ப்போம். ஆனால் எனக்கு மிஷ்கின் அவர்கள் மீது நம்பிக்கை உள்ளது,0
"PCR , வன்கொடுமை தடுப்பு சட்டம் அதிகம் தவறாகவே பயன்படுத்தப்படுகிறது, அதன் பாதிப்பு எனக்கும் உண்டு என்பதே நிதர்சனம்.",0
சாதி படமா??? சமூக படமா???  இந்த திரௌபதி முழு காணொலி பார்த்துட்டு பேசுங்கடா,0
வெறித்தனமாக வெயிட்டிங்  வாழ்ந்த மண்ணும் வளர்த்த பெண்ணும் எங்கள் சொத்து அதுவே எங்கள் கெத்து  பிள்ளைமார் சமூகம் சார்பாக இந்தத் திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,0
உண்மையிலேயே நம்ப பிர்ட்டிஸ் காரங்கிட்டந்து சுதந்திரம் வாங்கி அரசியல் வாதிங்க கிட்ட கொடுத்துட்டோம்,0
0:29  நாடு நாசமா போனதற்கு காரணம்       இந்திய அரசியல் அமைப்பு சட்டம்         மட்டுமே.,0
வாழ்த்துக்கள் அண்ணா குடும்பத்துடன் பார்க்க வேண்டிய தரமான ஒரு உண்மையை கொடுப்பதற்கு,0
திரௌபதி திரை படத்தை தடை செய்ய கோரி திமுகவின் தாய் கழகம் திக மனு.......இவர்கள் கட்சியில் இருப்பவர்கள் வீட்டில் பெண்கள் இல்லையா??பெண்களை பெற்ற திமுக திகவினர் சற்று சிந்தியுங்கள் உங்கள்  பெண்களின் பாதுகாப்பை பற்றி..,0
செம செம செம கான்சப்ட் படம் கண்டிப்பா மிரட்டும்,0
படம் வெற்றியடைய இராமநாதபுரம் விஸ்வகர்மா இளைஞர் சங்கம் சார்பாக வாழ்த்துக்கள்,0
அத்தன சாதியும் வாழ்த்து சொல்லறப்பயே தெரியல இந்த படம் கதை அல்ல பலரின் வாழ்வில் நடந்த நிஜமுன்னு,0
நாயுடு நாயக்கர் இனத்தின் சார்பாக திரைப்படம் வெற்றி அடைய வாழ்த்துக்கள்,0
தமிழன் என்றோர் இனமுன்டு   தனியே அவருக்கோர் குணம் உண்டு  அந்த கூற்று பலித்தது.... பாவம் பாரதிதாசன்...நடப்பதை பார்க்காமல் போய்விட்டான்,0
"படம் மாபெரும் வெற்றி பெற, இயக்குனர் அவர்களுக்கு வாழ்த்துக்கள்.",0
எல்லாத்துக்கும் போராட்டம் பண்ணி தான் வாங்கியிருக்கோம்.... இத்தனை நாட்களாக நாங்க கோபமடைந்த காரணமாக இருந்த அனைத்தும் ஒரு படத்தின் வாயிலாக அனைவரும் அறிந்ததே தீர வேண்டும் என்று இருக்கின்ற நிலையில் இதனையும் போராட்டத்தில் தான் பெற முடியும் போல,0
இந்த டிரைலர ஒ௫ தடவைக்கு மேல பார்த்தவங்க லைக் போடுங்க,0
வன்னியர் குல சத்திரியர் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்.......,0
இயக்குனர் மோகன் அவர்களுக்கு நன்றி...... இக் காவியம் வெற்றி பெற வாழ்த்துகிறோம்..... யாதவர் மற்றும் வன்னியர் சார்பாக வாழ்த்துகள் ...,0
தாழ்த்தப்பட்டோர் எடுத்தா அது திரைப்படம் உயர் வகுப்பினர் எடுத்தால் அது கலவரமா,0
Tun Tun ஆண்ட்டி kku லட்டு அம்மா க்கு இட்லி,0
அருவி - சொல்வது எல்லாம் உண்மை  வாழ் - நீயா நானா Arun prabu things,0
"ஜாதி தான அடங்கிட்டு போனாலும், சினிமாவும், சில அரசியல் வாதிகளும் தூண்டி விட்டு குளிர் காய்வாங்க..",0
வன்னியர்கள் சார்பாக வாழ்த்துகள்........ பெண்களை பாதுகாக்க வேண்டும்⁦⁩⁦⁩⁦⁩,0
"இது படம் அல்ல,,  பெண்களுக்கான பாடம்,,,  படம் வெற்றி பெற வாழ்த்துக்கள்",0
21ம் நூற்றாண்டின் மிகச் சிறந்த காவியம் பல லட்சம் தமிழ் அப்பாக்களின் மனக்குமுறல்கள் வெளிக்கொணர்ந்த அருமையான படம் மாபெரும் வெற்றியடைய தமிழ்நாட்டு அப்பாக்களின் சார்பாக வாழ்த்துக்கள்,0
பெரம்பலூர் மாவட்டம் பார்க்கவ குலத்தின் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,0
யுவன் ஷங்கர் ராஜா BGM vera level,0
அரூர் கொங்கு வேளாளர் சொந்தங்கள் சார்பாக வாழ்த்துக்கள்,0
"மதுரை முக்குலத்தோர் சார்பாக வாழ்த்துக்கள். டிரெய்லர் சிறப்பு மிகச்சிறப்பு....,,,",0
Trailer கொஞ்சம் கூட புரியல ஆனா ஏதோ ஒன்னு இருக்கு ஏன்னா SK தயாரிப்பு,0
மண்ணு பொண்ணு இங்க ரெண்டுமே ஒண்ணு தான் அது மேல் யார் கைய வச்சாலும் அவன் கைய்ய வெட்டுவோம் மாஸ் வசனங்கள்.. இப்படி பட்ட படம் பார்க்க தான் இவ்வளவு நாள் காத்துக் கொண்டு இருக்கின்றன வாழ்த்துக்கள் நண்பரே நீங்கள் இன்னும் இது போன்ற கம்பீரமான படைப்புகள் படைக்க வேண்டும்...,0
திருநெல்வேலி....... நாடார் சமுதாய மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்........,0
Comment க்கு like போட்டு கை வலிக்குது இப்படிக்கு கொங்கு கவுண்டன் கோயம்புத்தூர் இந்த படம் தி௫மா நாய்க்கு சரியான செ௫ப்படி,0
கன்னியாகுமரி இந்து நாடார் சமுதாயம் சார்பாக மனமார்ந்த வாழ்த்துக்கள்  எங்களுக்கு பொண்ணு  மண்ணு ரெண்டுமே முக்கியம் அதுல எவன் கைய வச்சாலும் கைய வெட்டுவோம்,0
எல்லா போலி போராளிகளும் கொடியை தூக்கிட்டு வந்துருவானுங்க நம்ம பேசின ஜாதி வெறி அந்த பன்னிங்க படம் எடுத்த சமுதாய நெறி all the best hope more films come up like this,0
தஞ்சை தேவர் இனம் சார்பாக படம் வெற்றி விழா காண வாழ்த்துகள்,0
என்ன சொல்றதுண்ணே தெர்ல சார்...   காபி சொல்லுங்க..,0
பருவதராஜகுல சின்னசேலம் மீனவர் ..சமுதாயம் மக்கள்..சார்பாக.இத்திரைபடம் வெற்றிபெறவாழ்த்துக்கள்.,0
இதய தெய்வம் திரு. கமல்ஹாசன் அவர்களுக்கு அடுத்து ரசிக்கும் நாயகன் சூர்யா மட்டுமே வெற்றி பெற வாழ்த்துக்கள்,0
சும்மா வெறிதனமா இருக்கு டிரெய்லர் வாழ்த்துக்கள் அண்ணா,0
தென் மாவட்ட தேவர் சமுதாயம் சார்பாக வாழ்த்துக்கள்,0
எஹ்ஹ்... hero கருப்பு கண்ணாடி போட்டு குனிஞ்சு பார்த்துகிட்டு இருக்காரு...இது myskin படம் தான்....,0
கடலூர் வன்னியர் சார்பாக வாழ்த்துக்கள்... ட்ரைலர் வெறித்தனமா இருக்கு,0
நாடக காதல் சாதி தாண்டிய விஷயம். பொள்ளாச்சி கேஸ்ல சம்பந்தப்பட்ட யாரும் தலித் இல்லை. இந்தியாவின் சாபம் சாதிவெறி,0
விவசாயி தற்கொலை எல்லாம் கடன் தொல்லை காரணம் இல்லையாம்? பொன்னு ஓடிப் போயிருச்சுன்னு தற்கொலை பண்ணிகிறங்களாம்....?,0
இந்து- தேவேந்திரகுல வேளாளர் இனத்தின் சார்பாக வாழ்த்துக்கள்      அசுரன் என் இனத்தை சார்ந்தவரின் கதை ஆனால் அதில் சில மாற்றங்கள்.   செய்துவிட்டார்கள்  நீங்கள் மாற்றங்கள் ஏதும் செய்யாமல் வெளியிடுங்கள்    என் உறவுக்குடி வன்னியர்(பள்ளி)களுக்கு  தேவேந்திரகுலம்(பள்ளர்) சார்பாக வாழ்த்துக்கள்,0
ஒட்டு மொத்த தேவரினம் சார்பாக வாழ்த்துக்கள்,0
சூர்யா சார் மாவீரர் சகலகலா வல்லவன் கௌதம் கார்த்திக் குரூப்ஸ் வெள்ளப்பநேரி,0
அரசியல்.. சூல்நிலைகள் யாருக்கு உதவுதோ இல்லையோ.. திரைப்படங்களுக்கு நல்லாவே உதவுது..  #PakkaTeaser,0
"உங்களுக்கு வந்தால் இரத்தம், எங்களுக்கு வந்தால் தக்காளி சட்னியா..? நாங்களும் சாதி படம் எடுப்போம். எங்க நியாயத்தையும் இந்த உலகம் பார்க்கட்டும். இப்பதான் தொடங்கி இருக்கோம். இது தொடர்வதும், துண்டிப்பதும் நீங்க இனி மேல் நடந்துக்கிறத பொருத்துதான் இருக்கும்..!  திண்டுக்கல் மாவட்டம், ஒட்டன்சத்திரம் வட்டம் கொங்கு வெள்ளாள கவுண்டர்கள் சார்பில் ஆதரவையும் வாழ்த்துக்களையும் தெரிவித்துக்கொள்கிறோம்.",0
தேவேந்திரகுலவேளாளர்      பள்ளர் பள்ளியர்,0
இதில் என்ன தப்பு இருக்கிறது ரஞ்சித் போன்றோர் தலித் அரசியல் பேசும் திரைப்படத்தை எடுக்கும் பொழுது மற்றவர்கள ஏன் எடுக்கக் கூடாது?,0
சமூகத்துல நடக்குற இந்த மாதிரி உண்மை சம்பவத்த படமா எடுக்க தைரியம் வேணும்  இதை பார்த்தாவது இளம் பெண்கள் விழிப்புணர்வு அடையவேண்டும்  படம் வெற்றியடைய வாழ்த்துக்கள்  இந்த படத்துக்கு ஓபனிங் சோ போரதுதான் கெத்து,0
"ட்ரைலருக்கும் இங்க இருக்குற கமன்ட்க்கும் சம்மந்தமே இல்லயே, சாதிய ஒழிக்க படம் எடுத்த எல்லாரும் சாதி ரிதியாக வாழ்த்து தெரிவிக்கிறார். திருட்டு திராவிட வேலையா இல்லை உன்மையாகவே சாதி வெறி பிடித்து பிரிந்து இருக்கிறார்களா",0
Dislike எல்லாம் நாடக காதல்  குரூப் போல PCR சட்டம் மட்டும் இல்லனா அவனுங்க காலி,0
யாதவர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
அனைத்து தமிழ் உறவுகளும் பார்க்க வேண்டிய படம்.....தமிழ் மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.....படத்தின் டிரெய்லர் அருமையாக உள்ளது....இந்த மாதிரி படம் தற்போது தேவையான ஒன்று....ஒரு சந்தேகம்.....சிலர் அசுரனை விட பெரிதாக இருக்க வேண்டும் என்று கூறுகிறார்கள்....அந்த கருத்தை கொஞ்சம் தெளிவு படுத்துகள்.....ஒரு வேண்டுகோள்.....யாரும் இந்த மாதிரி படத்திற்கு சாதிச்சாயம் பூசாதீர்கள்....படத்தின் தோல்விக்கு அதுவே காரணமாகும்....இந்த மாதிரியான படம் தேவையான ஒன்று.....,0
சாதி வெறியை தூண்டக்கூடிய படம். விரைவில் தடை செய்யப்படும்,0
யாதவ குலத்தின் சார்பாக படம் வெள்ளி விழா கொண்டாட வாழ்த்துக்கள்,0
"பாா்கவகுலம்(உடையார், மூப்பனார், நயினார் ) மக்கள் சார்பாக வாழ்த்துக்கள்",0
பல நாட்களாக எதிர்பார்த்த ஒரு திரைப்படம் போல உள்ளது,0
திரௌபதி டிரெய்லர் பாத்து எரியுதோ இல்லையோ இங்க இருக்க கமென்ட்..ah பாத்தே கலங்குறானுக.. பா  வாழ்த்துக்கள் திரௌபதி team,0
சூர்யாவின் ஆய்த எழுத்து-2(NGK) வெற்றி பெற வாழ்த்துக்கள்.........,0
குலால உடையார் குலம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,0
"சாதிய மனோபாவதுடன் எடுக்கப்பட்ட படம், இதை ஆதரிப்பது சாதியை மறைமுகமாக ஆதரிக்கும்.",0
நாடக காதல் நடத்தி வரும் இடத்தில் சரியான செருப்படி   கொடுக்கும் திரைப்படம் இது,0
அண்ணன் மோகன்ஜி அவர்களுக்கு மனமார்ந்த நன்றி இத்திரைப்படம் வெற்றி பெற வாழ்த்துகிறோம்,0
ஒக்கலிக கவுடர் சார்பாக படம் வெற்றி நடை போட ஆதரவு தெரிவிக்கின்றன.,0
1)மக்களோட வெறுப்புணர்வை தூண்டி விட்டு அரசியல் பண்றிங்க-bjb 2)இயர்கையா உருவாகிற நதிகளை சொந்தம்கொண்டாட யாரு உரிமை கொடுத்தது-காவேரி 3)போராடுறது தப்புன அந்த சூழ்நிலைய உறுவகுணத்தும் தப்புதான்-ரஜினி   மாஸ் dialogues,0
தலைவா............ சாதி கல்வி முறை ஓதுக்கீடு... அரசு துறையில் ஓதுக்கீடு.. சாதி மானியம் .. என பல காலமாக பல சலுகைகளைகொடுத்து... இளைஞர்களை பிரித்து வைத்துள்ளார்கள்.....   திறமை உள்ளவனுக்கு அரசு வேலை கிடைத்தால் தானே.... கல்வி க்கு பெருமை.....    அதிக மதிப்பெண் எடுத்தவனை விட குறைவாக மதிப்பெண் எடுத்தவனுக்கு அரசு வேலை...   எப்படி னு கேட்டால் சாதி ஓதுக்கீடு   சாதி யா  அரசு வேலை செய்ய போகிறதூ🤬🤬   ஆனால் சாதி அடிப்படையில் அரசு போட்டி தேர்வில் இட ஒதுக்கீடுகொடுப்பது போல் பல இடங்களில் சாதி வெறியினை மறைமுகமாக தூண்டி விடுகிறார்கள்.....,0
ஒரு தகப்பன் தன் பிள்ளைக்கு சொல்லி தரக்கூடாதது  அரசியல் மட்டுமே......நம் நாட்டில் களைபுடுங்க வேண்டியது அதிகமாக உள்ளது விழித்துக்கொள் இளைஞர்களே,0
கள்ளக்குறிச்சி மாவட்டம் குதிரைச்சந்தல் வன்னியர் சங்கம் சார்பாக படம்  வெள்ளி விழா கான வாழ்த்துக்கள்,0
படம் வெற்றி பெற மாவீரன் சார்பாக வாழ்த்துக்கள்,0
வேதாரண்யம் சத்ரியர் குலச் சார்பாக வாழ்த்துக்கள்,0
வாய் விட்டு சிரித்தால் நோய் விட்டு போகும் அனைவருக்கும் இந்த படம் சமர்பணம்...விஜய் ரசிகர்கள் சார்பாக இத்திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,0
ரொம்ப நாள் என் மனதில் இருந்தது நாம் பண்ணும் தவறை மட்டும் சொல்பவர்கள் நாம் பெண்ணை இழந்து அசிங்கப்படுவதை யாரும் சொல்ல மாற்றங்க இந்த படம் சொல்லும் அதை,0
"இடி,மின்னல், நெருப்பு, சூராவளி----இந்த நாலும் ஒரே படத்துல இருக்கு",0
Super entha padathuku yalarum ma poganum வெற்றி பெற்ற வாழ்த்துகள்,0
Trailer க்கே இந்த கதறு கதறிங்க படம் மட்டும் வந்தா மக்கள் தொகை பாதி கொறஞ்சுடும்,0
1:33 ல இவ்வளவு அற்புதங்கள்  ஆஹா னு சொன்னா அது சூரியா ல மட்டும் தான் முடியும்,0
எல்லாசாதிபொண்ணுங்களும் அவர் அவர்க்கு தெய்வந்தான்எவன்தப்புசெஞ்சலும் அத தட்டி கேட்பவன்தான் உண்மை யானதமிழன்,0
உலகத்துக்கு உண்மையை சொல்லும் படம்..director kku வன்னியகுலஷத்ரிய சார்பாக  பாராட்டுகள் ..,0
"அடப்பாவிகளா.. சிலை கடத்தல் கேஸ் பத்தி படம் எடுக்கற அளவுக்கு தைரியம் வந்திடுச்சோன்னு நினைச்சேன்.. ஆனா, வெறும் டைட்டிலுக்காக மட்டும் தான் பொன் மாணிக்கவேல் சார் பேரை பயன்படுத்திருக்கானுக போல..  Disappointment!",0
சமூகத்தில் நடக்கும் நாடக காதலை படம் பிடித்து காட்டும் படம்.சமூகத்தின் மறுபக்கத்தை பற்றி இதுவரை எந்த திரைப்படமும் சொல்லாததை இந்த படம் மூலம் வெட்ட வெளிச்சமாக இன்னும் கொஞ்சம் நாட்களில் திரையரங்குகளில்.. காண தவராதீர்கள்...,0
23.ஆண்டுகளுக்கு பிறகு ஒரு நல்ல திரைப்படம் நல்ல விழிப்புணர்வு சிங்கபெண்ணை  பெற்ற தாய் தந்தைகளுக்கு சமர்ப்பணம்,0
"படத்துலயாவது டயலாக் உண்டா??.... இல்ல ஊமை படம் தானா??.... தரமான ட்ரைலர்.... டயலாக் இல்லாம, இளையராஜா இசையில் மட்டுமே ட்ரைலர்... வித்தியாசமான முயற்சி....",0
தவசியாபுரம் வீரமருது கழகம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,0
வல்லநாடு வெள்ளையேதேவன் சார்பாக வாழ்த்துக்கள் அண்ணா.... அருமையான கதை களம்...,0
#திரௌபதி சாதி வெறி படம்...சிறுத்தைகள்   அப்ப ப.ரஞ்சித் எடுத்தது என்ன #A படமாடா நாயே🤣,0
போராடுறது தப்புனா போராடுற மாறி சூழ்நிலை ஒருவாகுறதும் தப்புதான் mass dialugue,0
தேவன் நாயகன் கவுண்ட  வன்னியன் னு நம்ம நீ பெரிய ஆலா  நான் பெரிய ஆலா நமக்குள்ள எந்த ஒற்றுமை இல்லாமல் இருக்காரனால தான் டா கண்டவன் லாம் நம்ம விட்டு பொண்ணுங்க மூலமா நம்ம விட்டு குள்ள வரான்,0
இந்த சமூகத்தில் பிறந்த ஒவ்வொரு பெண்ணும் மற்றும் பெண் பிள்ளைகளை பெற்ற அப்பாக்கள் பார்க்க வேண்டிய படம்  துரௌபதி,0
பொள்ளாச்சியில 400 பொண்ணுங்களுக்கு மேல கெடுத்து நாசம் பண்ணாங்களே திருநாவுக்கரசு  Group அவங்கள்லாம் என்ன ஜாதி தலைவா?  அவங்களையும் இந்த படத்துல போட்டுக்காட்டுங்க!  திரொளபதி வணிக ரீதியாகவும் வெற்றிபெற வாழ்த்துக்கள்,0
"இந்த படம் மிகப்பெரிய வெற்றிபெரும். குடும்பம் குடும்பமாக சென்று பார்க்க வேண்டிய படம்.பெரும் வெற்றி பெறும், பெறவைப்போம்.",0
இங்கு அவர் அவர் தன் சாதி பெயரை சொல்லி பாராட்டுறீங்க....  🤣🤣🤣🤣🤣🤣🤣  இந்த காலத்தில் சாதிவெறி இன்னும் இருக்குபோல தமிழ்நாட்டில்??  இதனால் தான் தமிழ் நாட்டில் ஒற்றுமை இல்லை போல...   சாதியை வைத்து என்ன சாதித்தீர்கள்?????   சொல்லுங்கள் தெரிந்து கொள்கிறேன்..,0
யார்ரா கோமாளி  நா நா கோமாளி  நீதா  கோமாளி  ஆகப்போர ஏமாளி,0
எப்பதான் படத்தை ரிலீஸ் பண்ண போறீங்க  I am waiting,0
கண்டிப்பா இந்தப் படம் தியேட்டர்ல ரிலீஸ் ஆகணும் வாழ்த்துக்கள் மோகன்ஜி,0
தளபதி மாறி அரசியல் படம் எடுத்தாவது ... நல்ல படமா கொடுங்க.. surya... sir.. trailer super..,0
"இத்திரைக்காவியம் வெள்ளி விழா காண வாழ்த்துக்கள்.  - அருண் விஸ்வகர்மா, சேலம் மாவட்டம்",0
தருமபுரி சத்ரியர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,0
செந்துறை பெரியாகுறிச்சி குழுமூர் இன்னும் அனைத்து இடங்களையும் ஆவலுடன் எதிர் பார்க்கிறோம்,0
"பொண்ணையும் மண்ணையும் வெச்சிறுக்கரவங்களுக்கு தான் அத எப்படி நல்லா பாத்துகாத்துக்கனும்னு தெரியும்.   நல்ல முயற்சி, படம் வெற்றியடைய வாழ்த்துக்கள்.",0
சேலம் வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
வன்னியனின் வெற்றிக்கோட்டை தருமபுரி. இப்படம் வெளிவருவதற்கு வெறியோடு காத்துகொண்டு இருக்கிறேன். வி ந புரட்சிப்பித்தன்,0
தமிழன் சார்பில் படம் வெற்றிபெற வாழ்த்துக்கள்,0
அகமுடையர் சார்பாக படம் வெற்றி பெற எனது மனமார்ந்த வாழ்த்துக்கள்,0
தல ரசிகர்கள் சார்பாக வெற்றியடைய வாழ்த்துக்கள்,0
ரொம்ப நாளுக்கு அப்புறம் இப்பதான் மணிரத்னம் படம் பாக்கலாம்னு தோணுது....,0
படம் வெற்றியடைய எங்கள் சமூகத்தின் சார்பாக வாழ்த்துக்கள்,0
சைவ வேளாளர் சமூகம்  சார்பாக  இப்படம் இமாலய வெற்றி பெற வாழ்த்துக்கள்..........,0
புரட்சி  பன்ன போறிங்களா முடியல டா அடக்குனா அடங்க கூடாது  அது தான் வீரம்  மேங்கோ ஆரமிச்சி புலிபடை வரைக்கும் படத்துல இருக்கு அருமையா வரும்டா படம் அம்மணம் பொண்ணுக்கு அவமானம் இது பொள்ளாச்சி கதை போல இருக்கே பொள்ளாச்சில பாதிக்கபட்ட பொண்ணும் பாதிக்க வச்ச பயலும் ஒரு சாதியாமே,0
அந்த காலத்தில... நாடகத்ல காதல் இருந்துச்சு....‌ இப்பல்லாம்... காதலே நாடகமா போச்சு....,0
இது போன்ற zombie படங்கள் வெற்றி பெற வாழ்த்துக்கள்,0
தென்மாவட்ட சாம்பவர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ...,0
இந்த திரைப்படத்தின் மூலம் கிடைக்கப் பெற்ற வெற்றி மிகப் பெரியது,0
போராடம.... அவன் போகவும் மாட்டான்... சாகவும் மாட்டான்..  பீனிக்ஸ் பரவ மாதிரி எரிக்க எரிக்க எழுந்து வரான்...,0
தெற்கே தேவர்கள் சார்பாகவும்... வடக்கே வன்னியர்கள் சார்பாகவும்... கிழக்கே கவுண்டர்கள் சார்பாகவும்... மேற்கே முதலியார்கள் சார்பாகவும்... இப்படம் மாபெரும் வெற்றி படமாக அமய வாழ்த்துகள் சகோதரா....,0
பெண் பிள்ளைகளை பெற்ற அனைத்து சமுதாய அப்பாக்களின் சார்பாக படக்குழுவிற்கு நன்றியையும் வாழ்த்துகளையும் தெரிவிக்கிறேன்.,0
"மொத்ததல சாதி மறந்து  தமிழர்களாய் ஒன்று இணைவோம், இல்லையெனில் பார்ப்பானும்,வந்தேறிகளும்தான் நம்ம நாட்டை ஆள்வார். கொஞ்சம் சிந்திங்கள் தமிழ் உறவுகளே",0
அடேங்கப்பா செம படம் வெற லெவல் லா இருக்கும் ரியலி சூப்பர்,0
ஒட்டு மொத்த கம்மாளர் குல மக்களின்  சார்ப்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,0
ஒரு தரமான சம்பவம்  ஆண் மகனின் அடையாளம் திரு. மோகன் அவர்கள்,0
தரம் கெட்ட தலைவன் முகத்தை வெளிப்படுத்தி உள்ளார்கள்...  இது பொழுதுபோக்கு படம் அல்ல  இந்த கால பெண்கள் விழிப்புணர்வு பெற தயாரிக்கப்பட்ட ஒரு காவியம்...   நாடக காதல் கும்பலின் மூலம் வாழ்க்கையை தொலைக்காமல் வாழ வழி சொல்லும் காவியம்...  மிகப்பெரிய அளவில் வெற்றி வாகை சூட நல்வாழ்த்துக்கள்,0
ஒத்த படம் தமிழ்சமூகத்தையே ஒன்று சேர்த்து இருக்கு வாழ்த்துக்கள் பட குழுவிற்க்கு...,0
திராளபதி...   நம் சமுகத்தின் தளபதி.  படம் ஏற்கனவே வெற்றிபெற்று விட்டது.,0
எங்களுக்கு பத்தல we want more ... we don't give up,0
யப்பா சீக்கிரம் Release பண்ணுங்கப்பா Waiting லே வெறி யெறுது,0
இன்னைக்கு நிறைய பேர்கிட்டஇல்லாத கெட்ட பழக்கம் எங்கிட்டஇருக்குது super thalaivaaaaaa,0
"நாடகக் காதல்.....  குடும்பத்தோட பொண்ணு வீட்டுக்கு போய், வசதி வாய்ப்பை பார்த்து எவ்ளோ பணம் தேறும்,  நகை தேரும்,  சொத்து  பத்து தேறும்னு கணக்கு போட்டு கல்யானம் பண்ணி, ரெண்டு நாளோ மூனு நாளோ பார்த்தவன்/வ கூட அன்னிக்கி நைட்டே படுக்கறதுக்கு  பேரு தான் நாடகக் காதல்.",0
ஆசாரிமார் சமுதாயம் (ஐங்குலத்தோர்) சார்பாக திரைப்படம் மிகப்பெரிய வெற்றிபெற நல்வாழ்த்துக்கள்,0
"சமூக வலைத்தளங்களில் இருந்து விலகி, மனிதனின் உண்மையான வாழ்க்கையை விவரிக்கும் படமாக இருக்கும்...",0
மணிரத்னம் Back In Form சார் ஐயோ செம Cuts ...சர் சர் னு ...பேச வார்த்தை வரலை..Amazing Sir,0
அனைத்து நாயுடு சமூகம் சார்பாக வாழ்த்துக்கள் !!! உண்மை சுடும் !!!! கண்டிப்பாக வெட்டும் நம் வீட்டி பெண்ணை தொட்டால் !!!! நன்றி பட குழுவிற்கு !!!! வாழ்க வளர்க !!!உண்மை சுடும் !!! பெண் பிள்ளை பெற்ற தகப்பன் நான் !!! என்  சார்பாக வாழ்த்துக்கள் !!!,0
படம் வெற்றி பெற முருகனின் படைத்தளபதி வீரபாகு சேனைத்தலைவர் வம்சத்தின் சார்பாக வாழ்த்துக்கள்,0
Sasikumar கருத்து voice  காகவே படத்த பார்க்கலாம் then Adhulya செல்லம்,0
சாதி சாதி காசு இருக்கிறவங்க தான் இப்ப உயர்ந்த சாதி ட அவன் எந்த சாதிகரனலும் இருந்து சரி,0
என் உடன் பிறவா  அனைத்து சகோதரிகளுக்கு இப்படம் சமரப்பணம். இப்படத்தை உருவாக்கிய உள்ளங்களுக்கு நன்றி,0
தேனி மாவட்டம் நாயுடு இளைஞர் பேரவை சார்பாக எங்களுடைய வாழ்த்துக்கள்  சிறந்த முயற்சி இப்படம் வெற்றிபெற எங்களுடைய வாழ்த்துக்கள்,0
அடப்பாவிகளா அப்ப கூட அவன் அவன் ஜாதி பேர சொல்லி தான் வாழ்த்து சொல்லுவீங்களா...  போங்கடா டேய் நீங்களும் உங்க ஜாதி வெறியும் ...  ஒரு இந்தியானா ஒரு தமிழனா சொல்றேன்   இந்த படம் எந்த சமூகத்தையும் காய படுத்தாம வெற்றி அடைய வாழ்த்துக்கள்....,0
ஜாட படம் பார்த்து பிகில் பட டீம் கத்துக்கனும் ((அட்லி)),0
"நாடோடிகள் 2 வெற்றி பெற வேண்டும் உலக தமிழர்கள் கை கொடுப்போம்,",0
"எல்லா கஷ்டங்களையும் இப்படி ஒரு சிறு புன்னகையுடன் கடந்து போய்டனும் , நான் சிரித்தாள்",0
டேய் எவ்வளவு நாளா எங்கடா இருந்தீங்க. வாங்டா. படம் மாபெரும் வெற்றி அடையும் வாழ்த்துகள்.,0
All d best from யாஷ் பாஸ் பியன்ஸ் தமிழுநாடு,0
"விழுப்புரம் மாவட்டம் மக்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்... சாதிகள் இல்லையடி பாப்பா.., .........ஜெய் பீம்....................",0
இப்படம் மாபெரும் வெற்றியடைய அனைத்து மக்களும் மனிதர்களே என்று என்னும் புதியதோர் உலகம் பிறந்திட  இந்த ஆதிதிராவிடன் இன் ..வாழ்த்துக்கள்,0
